,CollegeName,TotalRegistrations,State
719,SIDDHARTH INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
720,SIDDHARTH INSTITUTE OF ENGINEERING & TECHNOLOGY,2,Andhra Pradesh
721,IFHE UNIVERSITY HYDERABAD,2,Telangana
722,MADANAPALLI INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Andhra Pradesh
723,MAHATMA GANDHI UNIVERSITY NALGONDA,2,Telangana
724,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,2,Telangana
725,MAHARISHI UNIVERSITY OF INFORMATION TECHNOLOGY,2,Uttar Pradesh
726,MAHARANA INSTITUTE OF PROFESSIONAL STUDIES,2,Uttar Pradesh
727,MALINENI LAKSHMAIAH WOMEN'S ENGINEERING COLLEGE,2,Andhra Pradesh
728,CIET,2,Madhya Pradesh
729,"CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY, KANPUR",2,Uttar Pradesh
730,CHET - SRI CHAITANYA TECHNICAL CAMPUS,2,Andhra Pradesh
731,SEG - SREENIDHI UNIVERSITY,2,Telangana
732,SRINIVAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Karnataka
733,SREE CHAITANYA INSTITUTE OF TECHNOLOGICAL SCIENCES,2,Not Found
734,SPHOORTHY ENGINEERING COLLEGE,2,Telangana
735,SREENIVASA INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,2,Andhra Pradesh
736,"C.R.RAO ADVANCED INSTITUTE OF MATHEMATICS, STATISTICS AND COMPUTER SCIENCE",2,Telangana
737,SRI CHAITANYA JR COLLEGE,2,Telangana
738,SREYAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
739,SRI KRISHNADEVARAYA UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
740,SRI VENKATESHWARA UNIVERSITY COLLEGE OF ENGINEERING,2,Not Found
741,IIITDM KURNOOL,2,Andhra Pradesh
742,"IIIT RKVALLEY, RGUKT",2,Andhra Pradesh
743,LOYOLA ACADEMY DEGREE AND PG COLLEGE,2,Telangana
744,MADANAPALLE INSTITUTION OF TECHNOLOGY AND SCIENCES,2,Andhra Pradesh
745,M.V.S.R ENGINEERING COLLEGE,2,Telangana
746,MAHARAJ VIJAYARAM GAJAPATHIRAJ COLLEGE OF ENGINEERING,2,Andhra Pradesh
747,MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE,2,Andhra Pradesh
748,KRISHNA UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
749,SRM AP UNIVERSITY,2,Andhra Pradesh
750,SRM AP,2,Andhra Pradesh
751,SRKR BHIMAVARAM,2,Andhra Pradesh
752,SRKIT,2,Andhra Pradesh
753,SRM UNIVERSITY ANDHRAPRADESH,2,Andhra Pradesh
754,IITH,2,Telangana
755,IIT DELHI,2,Delhi
756,LAKIREDDY BALI REDDY COLLEGE OF ENGINEERING (LBRCE),2,Andhra Pradesh
757,LAKI REDDY BALI REDDY COLLEGE OF ENGINEERING,2,Andhra Pradesh
758,SRI VENKATESHWARA COLLEGE OF ENGINEERING,2,Andhra Pradesh
759,SRI VENKATESA PERUMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Not Found
760,SRI VASAVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
761,BVC COLLEGE OF ENGINEERING,2,Andhra Pradesh
762,SRIDEVI WOMEN'S ENGINEERING COLLEGE,2,Andhra Pradesh
763,"SRI VENKATESWARA COLLEGE OF ENGINEERING, TIRUPATI",2,Andhra Pradesh
764,"SRM UNIVERSITY, AP",2,Andhra Pradesh
765,"BONAM VENKATA CHALAMAYYA ENGINEERING COLLEGE, ODALAREVU",2,Andhra Pradesh
766,BONAM VENKATA CHALAMAYA ENGINEERING COLLEGE,2,Andhra Pradesh
767,BNM INSTITUTE OF TECHNOLOGY,2,Karnataka
768,ST JOSEPH'S COLLEGE OF ENGINEERING,2,Tamil Nadu
769,ST ANN'S COLLEGE FOR WOMEN,2,Telangana
770,ST MARY'S ENGENEERING COLLEGE,2,Telangana
771,ST MARTIN'S ENGINEERING COLLEGE,2,Telangana
772,ST. MARTIN'S ENGINEERING COLLEGE,2,Telangana
773,ST. JOSEPH'S INSTITUTE OF TECHNOLOGY,2,Tamil Nadu
774,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY ALLAHABAD,2,Uttar Pradesh
775,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY , VADODARA",2,Gujarat
776,KONERU LAKSHMAIAH UNIVERSITY,2,Andhra Pradesh
777,KMTS - KHAMMAM INST OF TECHNOLOGY AND SCIENCE,2,Telangana
778,KSR INSTITUTE FOR ENGINEERING AND TECHNOLOGY,2,Tamil Nadu
779,KSHATRIYA COLLEGE OF ENGINEERING,2,Tamil Nadu
780,BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
781,SV COLLEGE OF ENGINEERING,2,Andhra Pradesh
782,SWECHA,2,Kerala
783,ST. JOHNS COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
784,ST. ANN'S COLLEGE OF ENGINEERING & TECHNOLOGY,2,Andhra Pradesh
785,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,2,Tamil Nadu
786,SUBBALAKSHMI LAKSHMIPATHY COLLEGE OF SCIENCE,2,Tamil Nadu
787,STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,2,Telangana
788,ST.PETERS ENGINEERING COLLEGE,2,Telangana
789,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, JABALPUR",2,Not Found
790,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY RANCHI,2,Jharkhand
791,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY RAICHUR,2,Karnataka
792,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY NAGPUR,2,Maharashtra
793,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY MANIPUR,2,Manipur
794,KLU,2,Andhra Pradesh
795,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING KANCHEEPURAM,2,Tamil Nadu
796,AUTONOMOUS,2,-
797,BALLARI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,2,Karnataka
798,BALAJI INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Telangana
799,SVS GROUP OF INSTITUTIONS,2,Telangana
800,Sree venkateswara college of engineering,2,Andhra Pradesh
801,SYMBIOSIS INSTITUTE OF TECHNOLOGY PUNE,2,Not Found
802,St Mary's Centenary Degree College,2,Telangana
803,TENALI ENGINEERING COLLEGE,2,Andhra Pradesh
804,TECH MAHINDRA,2,Maharashtra
805,B.S ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE AND TECHNOLOGY,2,Not Found
806,KITS AKSHAR INSTITUTE OF TECHNOLOGY,2,Andhra Pradesh
807,KIIT UNIVERSITY,2,Odisha
808,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING, KANCHEEPURAM",2,Tamil Nadu
809,INDIAN INSTITUTE OF TECHNOLOGY MADRAS,2,Tamil Nadu
810,KKR AND KSR INSTITUTE OF SCIENCE AND TECHNOLOGY,2,Not Found
811,BHARATH UNIVERSITY,2,Tamil Nadu
812,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATMA GANDHI UNIVERSITY NALGONDA,2,Telangana
813,UNIVERSITY AT BUFFALO,2,US
814,"UNIVERSITY COLLEGE OF SCIENCES, SAIFABAD (OU)",2,Telangana
815,UNIVERSITY COLLEGE OF SCIENCE,2,Karnataka
816,AURORA DEGREE AND PG COLLEGE,2,Telangana
817,KAKINADA INSTITUTION OF EDUCATION AND TECHNOLOGY,2,Andhra Pradesh
818,INFOSYS,2,Karnataka
819,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN (IGDTUW),2,Delhi
820,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY,2,Delhi
821,KALSALINGAM ACADEMY OF RESEARCH AND EDUCATION,2,Tamil Nadu
822,KALLAM HARANADHAREDDY INSTITUTE OF TECHNOLOGY,2,Andhra Pradesh
823,KAKINDA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN'S,2,Andhra Pradesh
824,KIET - KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
825,UNIVERSAL COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Gujarat
826,UNEMPLOYED,2,Delhi
827,AVANTHI PG COLLEGE,2,Telangana
828,WARANGAL INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Telangana
829,ADARSH COLLEGE OF ENGINEERING,2,Maharashtra
830,VVKN - VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,2,Telangana
831,Vellore Institute of Technology,2,Tamil Nadu
832,Vignana bharathi institution of technology,2,Telangana
833,VITAP UNIVERSITY,2,Andhra Pradesh
834,VITAP,2,Andhra Pradesh
835,VSM COLLEGE OF ENGINEERING,2,Not Found
836,INTERNATIONAL SCHOOL OF TECHNOLOGY AND SCIENCES FOR WOMEN,2,Andhra Pradesh
837,VCET - VISWESWARAYA COLL OF ENGG AND TECHNOLOGY,2,Not Found
838,VBIT,2,Telangana
839,VELAGAPUDI RAMAKRISHNA SIDDHARDHA ENGINEERING COLLEGE,2,Andhra Pradesh
840,JAYAMUKHI INSTITUTE OF TECHNOLOGICAL SCIENCES,2,Telangana
841,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,2,Andhra Pradesh
842,ARJN - ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,2,Telangana
843,VELAGAPUDI RAMAKRISHNA SIDHHARTHA ENGINEERING COLLEGE,2,Andhra Pradesh
844,"NRI INSTITUTE OF TECHNOLOGY, AGIRIPALLI",2,Andhra Pradesh
845,NORTHWEST MISSOURI STATE UNIVERSITY,2,US
846,OKLAHOMA STATE UNIVERSITY,2,US
847,Nishitha degree college,2,Telangana
848,Nehru institute of engineering and technology,2,Telangana
849,K.K. COLLEGE OF ENGINEERING AND MANAGEMENT,2,Bihar
850,KAKINADA INSTITUTE OF ENGEENERING AND TECHNOLOGY,2,Not Found
851,KAKINADA INSTITUE OF ENGINEERING AND TECHNOLOGY FOR WOMENS,2,Andhra Pradesh
852,KAKINADA INSITUTE OF ENGINEERING AND TECHNOLOGY,2,Andhra Pradesh
853,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE,WARANGAL",2,Telangana
854,ITM UNIVERSITY GWALIOR,2,Madhya Pradesh
855,JAIN DEEMED TO BE UNIVERSITY,2,Karnataka
856,JNTUA COLLEGE OF ENGINEERING KALIKIRI,2,Andhra Pradesh
857,VRKW - DR VRK WOMENS COLL OF ENGG AND TECHNOLOGY,2,Telangana
858,VREC - VIJAYA RURAL ENGINEERING COLLEGE,2,Telangana
859,VNR VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
860,Y.S.R ENGINEERING COLLEGE OF YOGI VEMANA UNIVERSITY,1,Andhra Pradesh
861,- CMR INSTITUTE OF TECHNOLOGY (AUTONOMOUS),1,Not Found
862,st Mary's centenary degree college,1,Telangana
863,raghu institute of techology,1,Andhra Pradesh
864,pragati engineering college afflicted to Jawaharlal Nehru technological University Kakinada,1,Andhra Pradesh
865,no affiliation,1,-
866,na,1,Arunachal Pradesh
867,mvgr college of engineering,1,Andhra Pradesh
868,ADAMAS UNIVERSITY,1,West Bengal
869,ADAMS ENGINEERING COLLEGE,1,Telangana
870,ADARSH INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE VITA,1,Not Found
871,ADDANKI VAISHNAVI,1,-
872,ADDIS ABABA UNIVERSITY,1,Ethiopia
873,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
874,ADITYA COLLEGE,1,Andhra Pradesh
875,ADITYA COLLEGE OF ENGINEERING & TECHNOLOGY,1,Andhra Pradesh
876,v,1,Gujarat
877,VVITU -VASIREDDY VENKATADRI INTERNATIONAL TECHNOLOGICAL UNIVERSITY,1,Andhra Pradesh
878,Vasireddy Venkatadri Institute of Technology,1,Andhra Pradesh
879,"Vellore Institute of technology, Amaravati",1,Andhra Pradesh
880,Vellore institute of technology ap,1,Andhra Pradesh
881,"Vellore institute of technology, chennai",1,Tamil Nadu
882,Vemu Institute of Technology,1,Andhra Pradesh
883,VignanaBharathi Institute Of Technology,1,Telangana
884,JNTU,1,Andhra Pradesh
885,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY GURAJADA VIZIANAGARAM,1,Not Found
886,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY GURAJADA VIZINAGARAM,1,Not Found
887,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA(JNTUK),1,Not Found
888,"JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA, UCEK",1,Andhra Pradesh
889,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY OF KAKINADA,1,Andhra Pradesh
890,JAWAHARLAL NEHRU UNIVERSITY,1,Not Found
891,JAWAHARLAL NEHRU UNIVERSITY KAKINADA,1,Andhra Pradesh
892,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,1,Maharashtra
893,JAYPEE UNIVERSITY OF ENGINEERING AND TECHNOLOGY,1,Madhya Pradesh
894,JAYPEE UNIVERSITY OF INFORMATION TECHNOLOGY WAKNAGHAT SOLAN HIMACHAL PRADESH,1,Himachal Pradesh
895,JBIET,1,Telangana
896,J D COLLEGE OF ENGINEERING & MANAGEMENT,1,Not Found
897,WESLEY DEGREE COLLEGE,1,Telangana
898,WESLEY PG COLLEGE,1,Telangana
899,WICHITA STATE UNIVERSITY,1,US
900,JAIN (DEEMED-TO-BE UNIVERSITY),1,Karnataka
901,JAIN COLLEGE,1,Karnataka
902,JAIN COLLEGE OF ENGINEERING,1,Karnataka
903,JAIN UNIVERSITY BANGALORE,1,Karnataka
904,"JAIN UNIVERSITY, BANGALORE",1,Karnataka
905,JAIPUR ENGINEERING COLLEGE AND RESEARCH CENTER,1,Rajasthan
906,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,1,Andhra Pradesh
907,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY ANANTAPUR,1,Andhra Pradesh
908,INTERNATIONAL SCHOOL OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
909,JEPPIAAR INSTITUTE OF TECHNOLOGY,1,Tamil Nadu
910,JIGYASA UNIVERSITY,1,Not Found
911,JITS,1,Andhra Pradesh
912,JKC COLLEGE,1,Not Found
913,JKC COLLEGE GUNTUR,1,Andhra Pradesh
914,JNN INSTITUTE OF ENGINEERING,1,Not Found
915,JNTSSF - J N T U COLLEGE OF ENGINEERING SULTANPUR - SELF FINANCE,1,Not Found
916,JNTU ANANTAPUR,1,Not Found
917,JNTU COLLAGE OF KAKINDA,1,Andhra Pradesh
918,JNTU GV,1,Andhra Pradesh
919,JNTUA,1,Andhra Pradesh
920,JNTUA ANANTAPUR,1,Andhra Pradesh
921,JNTUA COLLEGE OF ENGINEERING,1,Andhra Pradesh
922,JNTUA COLLEGE OF ENGINEERING PULIVENDULA,1,Not Found
923,"JNTUA COLLEGE OF ENGINEERING, PULIVENDULA",1,Andhra Pradesh
924,JNTUH COLLEGE OF ENGINEERING JAGITYAL,1,Telangana
925,JNTUH COLLEGE OF ENGINEERING JAGTIAL,1,Telangana
926,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGTIAL,1,Telangana
927,JCT COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
928,J.B.INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
929,JADAVPUR UNIVERSITY,1,West Bengal
930,JAGANS COLLEGE OF ENGINEERING TECHNOLOGY,1,Andhra Pradesh
931,JAI SHRIRAM ENGINEERING COLLEGE,1,Not Found
932,K.R.MANGALAM UNIVERSITY,1,Haryana
933,"K.S.RANGASAMY COLLEGE OF TECHNOLOGY(AUTONOMOUS,AFFILIATED TO ANNA UNIVERSITY, CHENNAI)",1,Not Found
934,K.S.RIET,1,Andhra Pradesh
935,KAIKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Not Found
936,JNTUHCER,1,Telangana
937,JNTUK - JNTU COLLEGE OF ENGINEERING KAKINADA,1,Andhra Pradesh
938,JNTUK- JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY KAKINADA,1,Andhra Pradesh
939,JNTUK-NARASARAOPET ENGINEERING COLLEGE,1,Not Found
940,JOB SEARCH,1,-
941,JOGINPALLY BR ENGINEERING COLLAGE,1,Telangana
942,JOHANNES KEPLER UNIVERSITY,1,AUSTRIA
943,JSJSJE,1,-
944,JSPM IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH WAGHOLI PUNE,1,Maharashtra
945,JSPM'S IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH,1,Maharashtra
946,JSS ACADEMY OF TECHNICAL EDUCATION,1,Karnataka
947,JSS COLLEGE FOR WOMEN CHAMARAJANAGAR,1,Karnataka
948,KAKINADA INSTITUE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
949,KAKINADA INSTITUE OF ENGINEERING TECHNOLOGY,1,Not Found
950,KAKINADA INSTITUE OF ENGNEERING AND TECHONOLOGY,1,Andhra Pradesh
951,KAKINADA INSTITUTE ENGINEERING AND TECHNOLOGY,1,Not Found
952,KAKINADA INSTITUTE ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Not Found
953,KAKINADA INSTITUTE OF ENGEERING AND TECHNOLOGY,1,Not Found
954,KAKINADA INSTITUTE OF ENGINEEREING AND TECHNOLOGY FOR WOMENS,1,Not Found
955,JSS SCIENCE AND TECHNOLOGY UNIVERSITY MYSURU,1,Not Found
956,"JSS SCIENCE AND TECHNOLOGY UNIVERSITY, MYSURU",1,Karnataka
957,JUST PASSED,1,-
958,Jaipur National University,1,Rajasthan
959,Jawa,1,Maharashtra
960,K S R COLLEGE FOR ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
961,K S.R.M COLLEGE OF ENGINEERING,1,Not Found
962,K. K COLLEGE OF ENGINEERING AND MANAGEMENT,1,Bihar
963,K. RAMAKRISHNAN COLLEGE OF TECHNOLOGY,1,Not Found
964,INTERNATIONAL SCHOOL OF TECHNOLOGY AND SCIENCE FOR WOMEN,1,Andhra Pradesh
965,IP PG COLLEGE CAMPUS 2 BULANDSHAHR,1,Uttar Pradesh
966,IPS academy Indore RGPV affiliated,1,Madhya Pradesh
967,ISPACE SOFTWARE SOLUTIONS PVT LTD,1,Telangana
968,ISTS ENGINEERING COLLEGE,1,Telangana
969,ISTS WOMEN'S ENGINEERING COLLEGE,1,Telangana
970,IT JARGONS,1,Karnataka
971,ITM SLS BARODA UNIVERSITY,1,Gujarat
972,ITM UNIVERSITY,1,Not Found
973,IVY (ENTAIN PLC),1,Goa
974,Iit Dharwad,1,Karnataka
975,Indian institute of technology patna,1,Bihar
976,INNOVAPATH IT SOLUTIONS,1,Telangana
977,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE WARANGAL,1,Telangana
978,KAKINADA INSISTUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN'S,1,Not Found
979,KAKINADA INSTITUE OF ENGINEERING & TECHNOLOGY,1,Not Found
980,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY-WOMEN,1,Andhra Pradesh
981,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY-WOMENS,1,Andhra Pradesh
982,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMENS,1,Andhra Pradesh
983,KAKINADA INSTITUTE OF ENGINEERING TECHNOLOGY FOE WOMENS,1,Not Found
984,KAKINADA INSTITUTE OF ENGINEERING TECHNOLOGY FOR WOMEN,1,Andhra Pradesh
985,KAKINADA INSTITUTE OF ENGINEERING&TECHNOLOGY FOR WOMEN,1,Not Found
986,KAKINADA INSTITUTE OF ENGINNERING AND TECHNOLOGY,1,Andhra Pradesh
987,KAKINADA INSTITUTE OF ENGNEEERING AND TECHNOLOGY,1,Andhra Pradesh
988,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY (KIET),1,Not Found
989,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY - WOMEN,1,Andhra Pradesh
990,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY - WOMENS,1,Andhra Pradesh
991,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY -WOMEN,1,Not Found
992,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY -WOMEN'S,1,Andhra Pradesh
993,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY -WOMENS,1,Andhra Pradesh
994,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY 2,1,Andhra Pradesh
995,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,1,Telangana
996,INSTITUTE OF AERONATICAL ENGINEERING,1,Telangana
997,INSTITUTE OF AERONAUTICEL ENGINEERING,1,Telangana
998,INSTITUTE OF ENGINEERING AND MANAGEMENT,1,West Bengal
999,"INSTITUTE OF ENGINEERING AND MANAGEMENT,KOLKATA",1,West Bengal
1000,INSTITUTE OF INFORMATICS AND COMMUNICATION,1,Delhi
1001,"INSTITUTE OF INFORMATICS AND COMMUNICATION, UNIVERSITY OF DELHI",1,Delhi
1002,INSTITUTE OF PUBLIC ENTERPRISE,1,Telangana
1003,INTELIVERSE TECH SOLUTIONS LLP,1,Telangana
1004,INTELLIOZ,1,Telangana
1005,"INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY, BANGALORE",1,Karnataka
1006,"INTERNATIONAL INSTITUTE OF INFORMATION TECHNOLOGY, BHUBANESWAR",1,Odisha
1007,INTERNATIONAL SCHOOL OF TECHNOLOGIES AND SCIENCES FOR WOMENS,1,Andhra Pradesh
1008,"INDIAN INSTITUTE OF TECHNOLOGY, PATNA",1,Bihar
1009,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY WOMEN'S,1,Andhra Pradesh
1010,KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY WOMENS,1,Andhra Pradesh
1011,"KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY, KORANGI",1,Andhra Pradesh
1012,INDIRA PRIYADARSHINI GOVERNMENT DEGREE COLLEGE,1,Telangana
1013,INDRAPRASTHA INSTITUTE OF INFORMATION AND TECHNOLOGY,1,Not Found
1014,"INDUS INSTITUTE OF TECHNOLOGY, RAMCHANDRA",1,Not Found
1015,INDUS UNIVERSITY,1,Gujarat
1016,INKPROG TECHNOLOGIES,1,Telangana
1017,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, TIRUCHIRAPPALLI",1,Not Found
1018,KAKINADA INSTITUTE OF TECHNOLOGY AND ENGINEERING FOR WOMEN'S,1,Andhra Pradesh
1019,KAKINADA INSTITUTE OF TECHNOLOGY FOR WOMEN,1,Andhra Pradesh
1020,KAKINADA INSTITUTE OF TECHNOLOGY/KORANGI,1,Andhra Pradesh
1021,KAKINADA INSTITUTES OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1022,KAKINADA INSTITUTION OF ENGINEERING AND TECHNOLOGY FOR KIET-W,1,Andhra Pradesh
1023,KAKINADA INSTITUTION OF ENGINEERS AND TECHNOLOGY,1,Andhra Pradesh
1024,KAKINADA INSTITUTIONS OF ENGINEERING TECHNOLOGY,1,Andhra Pradesh
1025,KAKINADA INSTITUTIONS OF ENGINEERING TECHNOLOGY FOR WOMEN’S,1,Not Found
1026,KAKINADA INSTITUTIONS OF ENGINEERING TECHNOLOGY WOMENS,1,Andhra Pradesh
1027,INSTAGRAM,1,-
1028,KIET ENGINEERING COLLEGE,1,Not Found
1029,KAKINADA INSTIUTIONS OF ENGINEERING AND TECHNOLOGY FOR WOMENS,1,Andhra Pradesh
1030,KAKINADAINSTITUTEOFENGINEERINGAND TECHNOLOGY FOR WOMEN,1,Not Found
1031,KAKINDA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Not Found
1032,KALASALINGAM,1,Tamil Nadu
1033,KALASALINGHAM UNIVERSITY,1,Not Found
1034,KALINGA INSTITUE OF INDUSTRIAL TECHNOLOGY,1,Odisha
1035,KALLAM HARANADH REDDY INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1036,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
1037,KANDULA SREENIVASA REDDY MEMORIAL COLLEGE OF ENGINEERING,1,Andhra Pradesh
1038,KAKINADA INSTITUTE OF TECHNOLOGY (WOMENS),1,Not Found
1039,"INDIAN INSTITUTE OF TECHNOLOGY,PATNA",1,Bihar
1040,INDIAN INTITUTE OF TECHNOLOGY MANDI,1,Himachal Pradesh
1041,INDIANA UNIVERSITY BLOOMINGTON,1,US
1042,INDIRA GANDHI DELHI TECHNICAL UNVERSITY FOR WOMEN,1,Delhi
1043,INDIRA GANDHI NATIONAL OPEN UNIVERSITY,1,Delhi
1044,KIEW-KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1,Not Found
1045,KIM'S,1,Not Found
1046,KISHKINDHA UNIVERSITY,1,Karnataka
1047,KITS - KRISHANA CHATAINTYA INSTITUTE OF TECHNOLOGY AND SCL,1,West Bengal
1048,KITS AKSHAR,1,Gujarat
1049,KITSW - KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1050,KANPUR INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
1051,"KARNAVATI UNIVERSITY, GANDHINAGAR",1,Not Found
1052,KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Tamil Nadu
1053,KBN PG CENTER,1,Karnataka
1054,KDDW - KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,1,Telangana
1055,KDR,1,Not Found
1056,KENT STATE UNIVERSITY,1,US
1057,KG college of arts and science,1,Tamil Nadu
1058,KIET - KAKINADA INSTITUTE OF TECHNOLOGY AND TECHNOLOGY,1,Andhra Pradesh
1059,KIET COLLEGE,1,Uttar Pradesh
1060,INDIAN INSTITUTE OF MANAGEMENT AND COMMERCE,1,Telangana
1061,"INDIAN INSTITUTE OF TECHNOLOGY (BHU), VARANASI",1,Uttar Pradesh
1062,INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES )DHANBAD,1,Jharkhand
1063,INDIAN INSTITUTE OF TECHNOLOGY BHUBANESWAR,1,Odisha
1064,INDIAN INSTITUTE OF TECHNOLOGY BOMBAY,1,Maharashtra
1065,INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD,1,Telangana
1066,INDIAN INSTITUTE OF TECHNOLOGY INDORE,1,Madhya Pradesh
1067,INDIAN INSTITUTE OF TECHNOLOGY JODHPUR,1,Not Found
1068,"INDIAN INSTITUTE OF TECHNOLOGY, HYDERABAD",1,Telangana
1069,"INDIAN INSTITUTE OF TECHNOLOGY, PALAKKAD (IIT PKD)",1,Kerala
1070,KIET GROUP OF INSTITUTIONS COLLEGE FOR WOMEN,1,Not Found
1071,KIET WOMENS,1,Uttar Pradesh
1072,"KIET,KORANGI,KAKINADA",1,Not Found
1073,"KIETW, KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY",1,Not Found
1074,KIEW,1,Andhra Pradesh
